name,dist,distStd,tau,tauStd,rho,rhoStd
RPC,0.7376623376623375,0.0547991078734083,0.9297464440321583,0.0052189626546103145,0.9666202844774272,0.0035123089535198378
CC,2.077922077922079,0.11909090122285299,0.8021026592455163,0.011341990592652665,0.8852813852813851,0.010195410569676459
